, Large B/P , Large ROE , Large S/P , Large Return Rate in the last quarter , Large Market Value ,Annual Return,Excess Return,Systematic Risk,Total Risk,Abs. Win Rate,Rel. Win Rate,Annual Return.1,Excess Return.1,Systematic Risk.1,Total Risk.1,Abs. Win Rate.1,Rel. Win Rate.1
212,0.33299999999999996,0.0,0.33299999999999996,0.33299999999999996,0.0,0.000,25.29%,6.52%,1.146211409,12.87%,75.00%,70.00%,0.708,0.708,0.43700000000000006,0.522,0.629
213,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.0,0.000,23.14%,5.88%,1.025226941,11.28%,80.00%,80.00%,0.6659999999999999,0.654,0.336,0.39799999999999996,0.7140000000000001
214,0.33299999999999996,0.33299999999999996,0.0,0.0,0.33299999999999996,0.000,19.41%,4.90%,0.865789537,9.29%,80.00%,85.00%,0.593,0.5710000000000001,0.203,0.243,0.7140000000000001
215,0.33299999999999996,0.0,0.33299999999999996,0.0,0.33299999999999996,0.000,24.11%,6.29%,1.222054614,13.07%,70.00%,90.00%,0.685,0.688,0.501,0.5379999999999999,0.5429999999999999
216,0.0,0.33299999999999996,0.33299999999999996,0.0,0.33299999999999996,0.000,19.00%,4.81%,0.889621834,9.33%,80.00%,90.00%,0.585,0.564,0.223,0.24600000000000002,0.7140000000000001
217,0.33299999999999996,0.0,0.0,0.33299999999999996,0.33299999999999996,0.000,15.17%,4.05%,1.026235925,10.34%,65.00%,80.00%,0.51,0.5,0.337,0.325,0.457
218,0.0,0.33299999999999996,0.0,0.33299999999999996,0.33299999999999996,0.000,5.69%,1.78%,0.950059735,9.44%,60.00%,80.00%,0.325,0.308,0.273,0.255,0.371
219,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.000,16.55%,4.39%,1.032675454,10.64%,70.00%,90.00%,0.537,0.529,0.342,0.348,0.5429999999999999
220,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.333,27.94%,6.82%,0.894291582,10.60%,80.00%,80.00%,0.76,0.733,0.22699999999999998,0.345,0.7140000000000001
221,0.33299999999999996,0.0,0.33299999999999996,0.0,0.0,0.333,24.29%,6.52%,1.312975627,14.66%,65.00%,70.00%,0.688,0.708,0.5770000000000001,0.6609999999999999,0.457
222,0.0,0.33299999999999996,0.33299999999999996,0.0,0.0,0.333,28.80%,7.18%,1.097912372,12.45%,75.00%,80.00%,0.7759999999999999,0.763,0.397,0.489,0.629
223,0.33299999999999996,0.0,0.0,0.33299999999999996,0.0,0.333,15.93%,4.39%,1.048151405,11.92%,70.00%,65.00%,0.525,0.528,0.355,0.44799999999999995,0.5429999999999999
224,0.0,0.33299999999999996,0.0,0.33299999999999996,0.0,0.333,16.64%,4.43%,0.961474065,10.97%,65.00%,75.00%,0.539,0.532,0.28300000000000003,0.374,0.457
225,0.0,0.0,0.33299999999999996,0.33299999999999996,0.0,0.333,21.28%,5.78%,1.201182703,13.78%,70.00%,70.00%,0.63,0.645,0.483,0.593,0.5429999999999999
226,0.33299999999999996,0.0,0.0,0.0,0.33299999999999996,0.333,19.84%,5.50%,1.379686261,14.15%,70.00%,80.00%,0.602,0.622,0.632,0.622,0.5429999999999999
227,0.0,0.33299999999999996,0.0,0.0,0.33299999999999996,0.333,13.61%,3.63%,0.990142127,9.71%,55.00%,85.00%,0.48,0.46399999999999997,0.307,0.275,0.28600000000000003
228,0.0,0.0,0.33299999999999996,0.0,0.33299999999999996,0.333,22.65%,5.96%,1.183996182,12.94%,70.00%,75.00%,0.6559999999999999,0.6609999999999999,0.469,0.528,0.5429999999999999
229,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.333,1.16%,1.20%,1.30918773,14.06%,50.00%,50.00%,0.237,0.26,0.573,0.615,0.2
230,0.25,0.25,0.25,0.25,0.0,0.000,27.50%,6.84%,1.028028719,11.64%,85.00%,85.00%,0.7509999999999999,0.735,0.33799999999999997,0.426,0.8
231,0.25,0.25,0.25,0.0,0.25,0.000,25.62%,6.39%,1.028468687,11.08%,80.00%,90.00%,0.7140000000000001,0.6970000000000001,0.33899999999999997,0.38299999999999995,0.7140000000000001
232,0.25,0.25,0.0,0.25,0.25,0.000,16.35%,4.21%,0.887199273,9.12%,75.00%,85.00%,0.5329999999999999,0.513,0.221,0.23,0.629
233,0.25,0.0,0.25,0.25,0.25,0.000,23.07%,5.92%,1.081466774,11.58%,70.00%,85.00%,0.665,0.657,0.38299999999999995,0.42100000000000004,0.5429999999999999
234,0.0,0.25,0.25,0.25,0.25,0.000,16.12%,4.18%,0.915069482,9.40%,70.00%,85.00%,0.529,0.51,0.244,0.252,0.5429999999999999
235,0.25,0.25,0.25,0.0,0.0,0.250,28.09%,7.06%,1.08141567,12.64%,75.00%,85.00%,0.763,0.753,0.38299999999999995,0.504,0.629
236,0.25,0.25,0.0,0.25,0.0,0.250,23.88%,5.95%,0.885613987,10.41%,70.00%,85.00%,0.68,0.66,0.22,0.33,0.5429999999999999
237,0.25,0.0,0.25,0.25,0.0,0.250,24.33%,6.42%,1.175134061,13.79%,70.00%,65.00%,0.6890000000000001,0.7,0.461,0.593,0.5429999999999999
238,0.0,0.25,0.25,0.25,0.0,0.250,24.13%,6.21%,1.08849983,12.40%,75.00%,80.00%,0.685,0.682,0.389,0.486,0.629
239,0.25,0.25,0.0,0.0,0.25,0.250,24.44%,6.03%,0.90855888,9.91%,80.00%,85.00%,0.691,0.6659999999999999,0.239,0.29100000000000004,0.7140000000000001
240,0.25,0.0,0.25,0.0,0.25,0.250,24.92%,6.56%,1.301454076,14.00%,70.00%,80.00%,0.701,0.711,0.5670000000000001,0.61,0.5429999999999999
241,0.0,0.25,0.25,0.0,0.25,0.250,23.17%,5.84%,1.013683709,10.81%,80.00%,80.00%,0.6659999999999999,0.65,0.327,0.361,0.7140000000000001
242,0.25,0.0,0.0,0.25,0.25,0.250,16.67%,4.54%,1.068510094,11.76%,70.00%,70.00%,0.54,0.541,0.37200000000000005,0.435,0.5429999999999999
243,0.0,0.25,0.0,0.25,0.25,0.250,10.98%,3.10%,1.013628531,10.42%,55.00%,75.00%,0.429,0.419,0.326,0.331,0.28600000000000003
244,0.0,0.0,0.25,0.25,0.25,0.250,19.19%,5.17%,1.133501548,12.41%,65.00%,75.00%,0.589,0.594,0.42700000000000005,0.486,0.457
245,0.2,0.2,0.2,0.2,0.2,0.000,24.23%,6.03%,0.975507153,10.42%,80.00%,85.00%,0.687,0.667,0.295,0.331,0.7140000000000001
246,0.2,0.2,0.2,0.2,0.0,0.200,26.76%,6.74%,1.019172581,12.09%,75.00%,85.00%,0.736,0.726,0.331,0.461,0.629
247,0.2,0.2,0.2,0.0,0.2,0.200,27.64%,6.91%,1.080582883,12.03%,75.00%,85.00%,0.754,0.741,0.382,0.456,0.629
248,0.2,0.2,0.0,0.2,0.2,0.200,19.50%,4.96%,0.908428926,9.80%,80.00%,85.00%,0.595,0.5760000000000001,0.239,0.282,0.7140000000000001
249,0.2,0.0,0.2,0.2,0.2,0.200,24.20%,6.28%,1.149729879,12.73%,75.00%,75.00%,0.687,0.687,0.44,0.511,0.629
250,0.0,0.2,0.2,0.2,0.2,0.200,20.01%,5.13%,0.997655949,10.54%,70.00%,90.00%,0.605,0.591,0.313,0.341,0.5429999999999999
251,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.167,26.69%,6.63%,0.998147585,11.20%,80.00%,85.00%,0.735,0.7170000000000001,0.314,0.392,0.7140000000000001
252,1.0,0.0,0.0,0.0,0.0,0.000,1.95%,1.34%,1.902607858,21.86%,60.00%,40.00%,0.488,0.609,0.7809999999999999,0.8,0.68
253,0.0,1.0,0.0,0.0,0.0,0.000,2.38%,0.64%,1.26328667,12.87%,55.00%,65.00%,0.505,0.508,0.444,0.414,0.56
254,0.0,0.0,1.0,0.0,0.0,0.000,8.03%,2.65%,1.894339115,20.83%,55.00%,50.00%,0.728,0.8,0.7759999999999999,0.7559999999999999,0.56
255,0.0,0.0,0.0,1.0,0.0,0.000,-0.67%,0.07%,1.425453672,15.55%,55.00%,35.00%,0.385,0.426,0.529,0.529,0.56
256,0.0,0.0,0.0,0.0,1.0,0.000,2.20%,0.44%,1.094578724,10.67%,65.00%,70.00%,0.498,0.479,0.355,0.32,0.8
257,0.0,0.0,0.0,0.0,0.0,1.000,-5.34%,-1.49%,0.859994814,8.89%,40.00%,30.00%,0.2,0.2,0.231,0.243,0.2
258,0.5,0.5,0.0,0.0,0.0,0.000,6.19%,1.63%,1.392192441,14.41%,55.00%,65.00%,0.6559999999999999,0.652,0.512,0.48,0.56
259,0.5,0.0,0.5,0.0,0.0,0.000,6.17%,2.34%,1.939118385,21.82%,60.00%,50.00%,0.655,0.754,0.8,0.7979999999999999,0.68
260,0.0,0.5,0.5,0.0,0.0,0.000,7.82%,1.97%,1.354461574,13.77%,55.00%,70.00%,0.72,0.7,0.49200000000000005,0.45299999999999996,0.56
261,0.5,0.0,0.0,0.5,0.0,0.000,6.85%,1.90%,1.524957345,16.28%,55.00%,40.00%,0.682,0.691,0.5820000000000001,0.561,0.56
262,0.0,0.5,0.0,0.5,0.0,0.000,4.73%,1.23%,1.247375502,13.18%,65.00%,65.00%,0.598,0.594,0.435,0.42700000000000005,0.8
263,0.0,0.0,0.5,0.5,0.0,0.000,9.84%,2.64%,1.591408676,16.61%,60.00%,55.00%,0.8,0.797,0.617,0.575,0.68
264,0.5,0.0,0.0,0.0,0.5,0.000,2.56%,0.74%,1.420759482,14.60%,55.00%,50.00%,0.512,0.522,0.527,0.488,0.56
265,0.0,0.5,0.0,0.0,0.5,0.000,4.60%,1.07%,1.091537185,10.99%,65.00%,75.00%,0.593,0.5710000000000001,0.353,0.33299999999999996,0.8
266,0.0,0.0,0.5,0.0,0.5,0.000,4.17%,1.10%,1.419546406,14.24%,55.00%,50.00%,0.5760000000000001,0.575,0.526,0.473,0.56
267,0.0,0.0,0.0,0.5,0.5,0.000,3.57%,0.95%,1.203244498,12.94%,65.00%,60.00%,0.552,0.5529999999999999,0.41200000000000003,0.41700000000000004,0.8
268,0.5,0.0,0.0,0.0,0.0,0.500,-2.34%,-0.62%,0.977324784,10.69%,65.00%,45.00%,0.318,0.326,0.293,0.321,0.8
269,0.0,0.5,0.0,0.0,0.0,0.500,0.62%,0.02%,0.86412172,8.73%,60.00%,50.00%,0.436,0.41700000000000004,0.233,0.23600000000000002,0.68
270,0.0,0.0,0.5,0.0,0.0,0.500,1.53%,0.33%,1.066938445,10.90%,55.00%,60.00%,0.47200000000000003,0.46299999999999997,0.34,0.33,0.56
271,0.0,0.0,0.0,0.5,0.0,0.500,0.11%,-0.06%,1.007703752,10.34%,55.00%,50.00%,0.415,0.406,0.309,0.305,0.56
272,0.0,0.0,0.0,0.0,0.5,0.500,1.00%,0.07%,0.800792483,7.88%,55.00%,45.00%,0.451,0.426,0.2,0.2,0.56
273,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.0,0.0,0.000,7.80%,2.13%,1.509222791,15.80%,55.00%,65.00%,0.72,0.7240000000000001,0.573,0.54,0.56
274,0.33299999999999996,0.33299999999999996,0.0,0.33299999999999996,0.0,0.000,6.43%,1.61%,1.347686367,13.80%,60.00%,50.00%,0.665,0.649,0.488,0.45399999999999996,0.68
275,0.33299999999999996,0.0,0.33299999999999996,0.33299999999999996,0.0,0.000,6.83%,2.02%,1.674320028,17.71%,55.00%,40.00%,0.6809999999999999,0.708,0.66,0.622,0.56
276,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.0,0.000,8.05%,2.00%,1.331837873,13.57%,55.00%,65.00%,0.7290000000000001,0.706,0.48,0.444,0.56
277,0.33299999999999996,0.33299999999999996,0.0,0.0,0.33299999999999996,0.000,4.53%,1.09%,1.256505421,12.43%,60.00%,70.00%,0.59,0.573,0.44,0.395,0.68
278,0.33299999999999996,0.0,0.33299999999999996,0.0,0.33299999999999996,0.000,6.73%,1.97%,1.614018023,17.39%,55.00%,60.00%,0.677,0.7,0.629,0.608,0.56
279,0.0,0.33299999999999996,0.33299999999999996,0.0,0.33299999999999996,0.000,5.02%,1.18%,1.210946554,11.96%,55.00%,65.00%,0.609,0.5870000000000001,0.41600000000000004,0.375,0.56
280,0.33299999999999996,0.0,0.0,0.33299999999999996,0.33299999999999996,0.000,5.02%,1.26%,1.340314875,13.66%,60.00%,55.00%,0.609,0.598,0.484,0.44799999999999995,0.68
281,0.0,0.33299999999999996,0.0,0.33299999999999996,0.33299999999999996,0.000,4.26%,1.07%,1.159335809,12.22%,65.00%,60.00%,0.58,0.57,0.389,0.386,0.8
282,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.000,7.89%,1.98%,1.374120287,14.05%,60.00%,65.00%,0.723,0.7020000000000001,0.502,0.465,0.68
283,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.333,1.69%,0.32%,0.911257538,9.66%,65.00%,45.00%,0.478,0.462,0.258,0.276,0.8
284,0.33299999999999996,0.0,0.33299999999999996,0.0,0.0,0.333,0.02%,0.08%,1.221239365,13.00%,60.00%,50.00%,0.41200000000000003,0.42700000000000005,0.42200000000000004,0.42,0.68
285,0.0,0.33299999999999996,0.33299999999999996,0.0,0.0,0.333,4.58%,1.02%,1.00204896,10.09%,55.00%,55.00%,0.5920000000000001,0.563,0.306,0.295,0.56
286,0.33299999999999996,0.0,0.0,0.33299999999999996,0.0,0.333,2.08%,0.48%,1.117253227,11.73%,55.00%,55.00%,0.493,0.485,0.36700000000000005,0.365,0.56
287,0.0,0.33299999999999996,0.0,0.33299999999999996,0.0,0.333,2.22%,0.43%,0.948520312,9.71%,55.00%,40.00%,0.499,0.478,0.278,0.278,0.56
288,0.0,0.0,0.33299999999999996,0.33299999999999996,0.0,0.333,4.62%,1.12%,1.204041067,12.43%,55.00%,45.00%,0.594,0.5770000000000001,0.413,0.395,0.56
289,0.33299999999999996,0.0,0.0,0.0,0.33299999999999996,0.333,1.77%,0.31%,0.924853412,9.36%,60.00%,50.00%,0.48100000000000004,0.46,0.265,0.263,0.68
290,0.0,0.33299999999999996,0.0,0.0,0.33299999999999996,0.333,2.40%,0.43%,0.857932817,8.48%,65.00%,45.00%,0.506,0.478,0.23,0.226,0.8
291,0.0,0.0,0.33299999999999996,0.0,0.33299999999999996,0.333,1.72%,0.27%,0.90535242,8.98%,55.00%,50.00%,0.479,0.455,0.255,0.247,0.56
292,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.333,1.00%,0.11%,0.88915352,9.09%,60.00%,45.00%,0.451,0.431,0.247,0.252,0.68
293,0.25,0.25,0.25,0.25,0.0,0.000,9.61%,2.47%,1.481031267,15.36%,55.00%,50.00%,0.7909999999999999,0.773,0.5589999999999999,0.521,0.56
294,0.25,0.25,0.25,0.0,0.25,0.000,5.80%,1.46%,1.347108913,13.66%,55.00%,70.00%,0.64,0.627,0.488,0.44799999999999995,0.56
295,0.25,0.25,0.0,0.25,0.25,0.000,6.42%,1.56%,1.217077907,12.51%,65.00%,65.00%,0.665,0.6409999999999999,0.419,0.39899999999999997,0.8
296,0.25,0.0,0.25,0.25,0.25,0.000,6.56%,1.81%,1.579028222,16.25%,55.00%,45.00%,0.67,0.677,0.61,0.5589999999999999,0.56
297,0.0,0.25,0.25,0.25,0.25,0.000,6.77%,1.67%,1.269450205,13.04%,60.00%,55.00%,0.679,0.6579999999999999,0.447,0.42100000000000004,0.68
298,0.25,0.25,0.25,0.0,0.0,0.250,4.29%,1.04%,1.136064633,11.75%,60.00%,60.00%,0.581,0.5660000000000001,0.377,0.366,0.68
299,0.25,0.25,0.0,0.25,0.0,0.250,3.36%,0.73%,0.996955143,10.25%,55.00%,60.00%,0.544,0.52,0.303,0.301,0.56
300,0.25,0.0,0.25,0.25,0.0,0.250,4.36%,1.16%,1.312257301,13.93%,60.00%,50.00%,0.584,0.583,0.47,0.46,0.68
301,0.0,0.25,0.25,0.25,0.0,0.250,5.13%,1.17%,1.071879778,10.85%,60.00%,60.00%,0.614,0.585,0.34299999999999997,0.327,0.68
302,0.25,0.25,0.0,0.0,0.25,0.250,2.39%,0.42%,0.852324781,8.39%,55.00%,55.00%,0.506,0.47600000000000003,0.22699999999999998,0.222,0.56
303,0.25,0.0,0.25,0.0,0.25,0.250,2.07%,0.45%,1.094061693,11.22%,60.00%,60.00%,0.493,0.48,0.355,0.34299999999999997,0.68
304,0.0,0.25,0.25,0.0,0.25,0.250,3.74%,0.76%,0.906347414,8.92%,55.00%,65.00%,0.5589999999999999,0.526,0.256,0.245,0.56
305,0.25,0.0,0.0,0.25,0.25,0.250,3.09%,0.64%,0.979382952,10.05%,55.00%,65.00%,0.5329999999999999,0.508,0.294,0.293,0.56
306,0.0,0.25,0.0,0.25,0.25,0.250,1.86%,0.34%,0.892118303,9.20%,65.00%,40.00%,0.485,0.46399999999999997,0.248,0.257,0.8
307,0.0,0.0,0.25,0.25,0.25,0.250,3.67%,0.79%,1.048570622,10.51%,60.00%,55.00%,0.556,0.53,0.331,0.313,0.68
308,0.2,0.2,0.2,0.2,0.2,0.000,8.05%,2.00%,1.371974486,13.92%,55.00%,60.00%,0.7290000000000001,0.705,0.501,0.45899999999999996,0.56
309,0.2,0.2,0.2,0.2,0.0,0.200,5.49%,1.30%,1.181784489,11.92%,55.00%,55.00%,0.628,0.603,0.401,0.373,0.56
310,0.2,0.2,0.2,0.0,0.2,0.200,3.47%,0.74%,1.010770576,10.08%,55.00%,65.00%,0.5479999999999999,0.522,0.311,0.294,0.56
311,0.2,0.2,0.0,0.2,0.2,0.200,3.37%,0.68%,0.918444485,9.20%,60.00%,60.00%,0.544,0.514,0.262,0.257,0.68
312,0.2,0.0,0.2,0.2,0.2,0.200,4.49%,1.04%,1.162878127,11.82%,55.00%,50.00%,0.588,0.5660000000000001,0.391,0.369,0.56
313,0.0,0.2,0.2,0.2,0.2,0.200,4.05%,0.88%,0.998392017,10.06%,60.00%,65.00%,0.5710000000000001,0.542,0.304,0.293,0.68
314,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.167,5.75%,1.29%,1.048489346,10.50%,55.00%,75.00%,0.638,0.602,0.331,0.312,0.56
